stock,open,high,low,close,timestamp
株T,183.96,268.72,103.91,155.18,12:12:34.50
株O,92.38,113.41,60.70,83.93,12:12:35.00
株L,98.51,192.28,74.21,179.74,12:12:35.50
株U,212.33,248.90,156.38,246.21,12:12:36.00
株X,194.46,274.16,101.17,111.06,12:12:36.50
株W,70.10,79.14,60.54,72.48,12:12:37.00
株X,111.06,178.34,63.24,104.90,12:12:37.50
株Q,112.86,138.53,59.66,83.54,12:12:38.00
株Y,127.94,187.22,78.66,104.55,12:12:38.50
株J,243.70,309.17,111.53,197.32,12:12:39.00
株X,104.90,180.48,82.79,96.51,12:12:39.50
株E,93.79,117.12,85.29,114.97,12:12:40.00
株U,246.21,296.10,113.38,222.21,12:12:40.50
株K,167.55,212.59,122.26,154.13,12:12:41.00
株X,96.51,143.44,64.55,131.27,12:12:41.50
株V,189.97,238.49,138.32,181.25,12:12:42.00
株E,114.97,202.88,97.35,98.99,12:12:42.50
株N,105.28,137.14,72.20,133.11,12:12:43.00
株D,191.16,288.43,184.79,185.09,12:12:43.50
株Z,92.24,185.52,63.71,91.63,12:12:44.00
株T,155.18,163.85,94.87,131.58,12:12:44.50
株S,112.79,126.46,72.39,125.08,12:12:45.00
株N,133.11,225.93,85.18,93.85,12:12:45.50
株W,72.48,149.38,51.58,146.03,12:12:46.00
株K,154.13,249.48,106.39,175.92,12:12:46.50
株Z,91.63,120.00,77.42,78.35,12:12:47.00
株X,131.27,228.77,75.40,202.00,12:12:47.50
株N,93.85,191.16,59.67,101.92,12:12:48.00
株B,212.51,249.90,79.00,137.89,12:12:48.50
株X,202.00,234.85,113.54,201.81,12:12:49.00
株K,175.92,231.00,149.95,213.88,12:12:49.50
株M,155.22,185.03,86.85,177.60,12:12:50.00
株B,137.89,186.78,82.05,153.65,12:12:50.50
株K,213.88,257.90,87.02,159.67,12:12:51.00
株C,94.54,150.77,71.96,141.74,12:12:51.50
株I,146.99,169.99,67.56,147.11,12:12:52.00
株U,222.21,318.87,177.22,294.34,12:12:52.50
株H,243.92,246.06,113.56,182.26,12:12:53.00
株P,150.95,191.05,137.38,145.25,12:12:53.50
株U,294.34,336.30,264.01,315.96,12:12:54.00
株Y,104.55,192.62,76.47,151.63,12:12:54.50
株F,149.17,155.68,140.84,143.07,12:12:55.00
株A,229.27,310.16,151.37,273.51,12:12:55.50
株F,143.07,151.87,69.12,104.45,12:12:56.00
株A,273.51,342.19,53.40,61.28,12:12:56.50
株J,197.32,270.50,56.54,197.29,12:12:57.00
株H,182.26,191.34,91.42,100.88,12:12:57.50
株G,120.60,210.95,56.03,125.67,12:12:58.00
株L,179.74,259.33,165.98,210.95,12:12:58.50
株O,83.93,149.17,72.50,96.22,12:12:59.00
株I,147.11,164.50,123.53,164.41,12:12:59.50
株R,249.30,332.51,246.35,313.12,12:13:00.00
株Y,151.63,176.19,102.17,134.53,12:13:00.50
株C,141.74,186.81,75.28,168.02,12:13:01.00
株O,96.22,97.82,88.50,90.22,12:13:01.50
株A,61.28,107.28,57.97,79.50,12:13:02.00
株S,125.08,222.08,50.85,166.32,12:13:02.50
株Y,134.53,233.66,110.52,137.22,12:13:03.00
株R,313.12,399.20,80.90,368.29,12:13:03.50
株A,79.50,108.42,51.08,88.50,12:13:04.00
株N,101.92,118.46,98.66,107.16,12:13:04.50
株O,90.22,175.02,72.02,104.94,12:13:05.00
株N,107.16,191.24,88.90,146.24,12:13:05.50
株S,166.32,216.87,139.06,139.09,12:13:06.00
株P,145.25,170.79,65.51,134.57,12:13:06.50
株Q,83.54,133.14,69.56,116.32,12:13:07.00
株G,125.67,168.51,120.43,156.67,12:13:07.50
株M,177.60,249.53,124.38,140.30,12:13:08.00
株A,88.50,183.78,70.80,177.76,12:13:08.50
株R,368.29,440.95,57.86,236.53,12:13:09.00
株L,210.95,234.33,204.41,210.68,12:13:09.50
株A,177.76,195.69,93.42,144.00,12:13:10.00
株G,156.67,248.59,135.84,205.24,12:13:10.50
株W,146.03,224.45,119.78,210.96,12:13:11.00
株V,181.25,246.40,165.38,176.09,12:13:11.50
株W,210.96,306.77,79.73,229.41,12:13:12.00
株H,100.88,153.08,61.46,101.77,12:13:12.50
株D,185.09,257.74,60.56,139.47,12:13:13.00
株R,236.53,321.86,172.92,242.12,12:13:13.50
株Z,78.35,139.45,51.95,103.42,12:13:14.00
株K,159.67,178.73,104.75,146.43,12:13:14.50
株V,176.09,226.76,50.91,159.39,12:13:15.00
株X,201.81,264.86,195.14,234.07,12:13:15.50
株A,144.00,224.75,61.61,144.74,12:13:16.00
株W,229.41,316.14,120.94,132.13,12:13:16.50
株X,234.07,261.96,161.55,161.83,12:13:17.00
株Z,103.42,161.65,73.64,139.93,12:13:17.50
株J,197.29,240.85,110.22,214.48,12:13:18.00
株S,139.09,145.02,107.09,131.54,12:13:18.50
株A,144.74,187.35,133.13,135.76,12:13:19.00
株E,98.99,114.23,56.33,77.63,12:13:19.50
株E,77.63,145.43,64.71,96.70,12:13:20.00
株K,146.43,244.99,103.52,115.13,12:13:20.50
株P,134.57,215.59,58.63,78.96,12:13:21.00
株D,139.47,140.85,66.56,111.12,12:13:21.50
株B,153.65,209.82,116.39,141.68,12:13:22.00
株K,115.13,147.45,110.62,136.51,12:13:22.50
株D,111.12,185.71,69.98,147.30,12:13:23.00
株H,101.77,131.82,88.99,124.82,12:13:23.50
株S,131.54,179.54,72.73,115.73,12:13:24.00
株R,242.12,247.12,176.75,220.47,12:13:24.50
株J,214.48,234.09,128.15,136.49,12:13:25.00
株V,159.39,178.09,78.65,165.77,12:13:25.50
株E,96.70,115.40,79.21,108.70,12:13:26.00
株D,147.30,235.91,108.80,120.72,12:13:26.50
株T,131.58,200.61,97.03,200.60,12:13:27.00
株Q,116.32,147.87,98.63,126.09,12:13:27.50
株D,120.72,197.24,92.09,106.09,12:13:28.00
株H,124.82,208.05,66.25,143.45,12:13:28.50
株W,132.13,178.72,100.84,125.09,12:13:29.00
株N,146.24,203.38,106.43,135.77,12:13:29.50
株Y,137.22,143.74,77.31,89.48,12:13:30.00
株G,205.24,235.82,112.80,204.76,12:13:30.50
株S,115.73,148.96,84.33,112.43,12:13:31.00
株Q,126.09,196.61,83.32,90.84,12:13:31.50
株I,164.41,176.28,102.82,111.80,12:13:32.00
株H,143.45,180.97,62.86,142.20,12:13:32.50
株O,104.94,180.60,90.17,128.26,12:13:33.00
株A,135.76,166.08,84.14,100.44,12:13:33.50
株F,104.45,106.75,104.30,105.78,12:13:34.00
株X,161.83,220.97,84.54,150.55,12:13:34.50
株I,111.80,179.15,107.50,130.71,12:13:35.00
株I,130.71,191.24,79.25,159.55,12:13:35.50
株Z,139.93,219.94,116.38,167.13,12:13:36.00
株G,204.76,296.43,101.79,143.21,12:13:36.50
株I,159.55,211.21,91.87,134.15,12:13:37.00
株W,125.09,192.11,110.14,149.93,12:13:37.50
株Z,167.13,239.74,87.91,174.49,12:13:38.00
株Z,174.49,199.68,50.57,136.19,12:13:38.50
株D,106.09,203.39,71.39,114.33,12:13:39.00
株S,112.43,151.36,83.80,138.43,12:13:39.50
株J,136.49,200.03,53.90,178.27,12:13:40.00
株L,210.68,216.81,62.17,132.48,12:13:40.50
株F,105.78,201.81,68.70,185.64,12:13:41.00
株E,108.70,193.40,53.01,184.08,12:13:41.50
株G,143.21,212.82,54.30,190.02,12:13:42.00
株T,200.60,259.97,67.22,174.41,12:13:42.50
株W,149.93,182.56,146.25,182.45,12:13:43.00
株C,168.02,220.97,134.08,217.58,12:13:43.50
株G,190.02,205.88,105.48,152.68,12:13:44.00
株O,128.26,148.64,56.46,121.06,12:13:44.50
株J,178.27,255.44,64.85,122.70,12:13:45.00
株W,182.45,270.54,128.91,223.46,12:13:45.50
株E,184.08,241.78,121.55,219.68,12:13:46.00
株E,219.68,246.51,79.14,128.70,12:13:46.50
株O,121.06,170.54,101.00,145.70,12:13:47.00
株A,100.44,171.11,61.53,142.60,12:13:47.50
株G,152.68,152.98,109.58,138.66,12:13:48.00
株D,114.33,134.52,74.57,102.11,12:13:48.50
株M,140.30,146.22,79.79,109.71,12:13:49.00
株T,174.41,267.05,156.99,257.67,12:13:49.50
株J,122.70,187.91,51.99,175.40,12:13:50.00
株E,128.70,135.72,77.30,95.02,12:13:50.50
株Z,136.19,234.65,121.85,167.64,12:13:51.00
株U,315.96,333.05,241.97,290.63,12:13:51.50
株C,217.58,271.90,98.99,183.64,12:13:52.00
株Y,89.48,119.42,85.77,115.43,12:13:52.50
株I,134.15,190.06,111.83,180.00,12:13:53.00
株G,138.66,211.80,119.67,120.31,12:13:53.50
株M,109.71,170.74,88.64,127.81,12:13:54.00
株K,136.51,235.03,129.76,160.65,12:13:54.50
株F,185.64,223.19,130.14,187.37,12:13:55.00
株D,102.11,137.28,76.90,118.07,12:13:55.50
株Q,90.84,169.50,50.66,120.69,12:13:56.00
株U,290.63,320.45,253.03,283.39,12:13:56.50
株K,160.65,169.61,56.32,92.56,12:13:57.00
株H,142.20,179.42,61.07,135.76,12:13:57.50
株D,118.07,174.33,60.09,150.26,12:13:58.00
株W,223.46,272.21,139.68,139.85,12:13:58.50
株T,257.67,347.73,61.51,169.71,12:13:59.00
株H,135.76,207.59,117.84,193.60,12:13:59.50
株N,135.77,187.25,106.27,139.46,12:14:00.00
株P,78.96,177.15,71.43,168.56,12:14:00.50
株C,183.64,209.19,125.25,164.67,12:14:01.00
株C,164.67,188.54,101.87,130.52,12:14:01.50
株A,142.60,173.51,89.75,115.87,12:14:02.00
株J,175.40,184.24,58.16,89.05,12:14:02.50
株M,127.81,155.31,90.73,118.30,12:14:03.00
株A,115.87,204.89,82.49,160.09,12:14:03.50
株S,138.43,205.96,131.19,174.48,12:14:04.00
株O,145.70,224.56,83.25,153.66,12:14:04.50
株Z,167.64,207.85,94.39,194.76,12:14:05.00
株V,165.77,192.79,50.37,86.83,12:14:05.50
株C,130.52,216.04,113.39,138.74,12:14:06.00
株R,220.47,233.79,141.78,163.80,12:14:06.50
株F,187.37,264.85,148.30,173.12,12:14:07.00
株D,150.26,250.01,50.13,148.11,12:14:07.50
株T,169.71,172.02,102.97,142.22,12:14:08.00
株S,174.48,247.82,78.20,128.70,12:14:08.50
株G,120.31,202.21,88.85,115.96,12:14:09.00
株X,150.55,194.56,66.31,87.64,12:14:09.50
株L,132.48,150.33,126.38,133.87,12:14:10.00
株G,115.96,200.97,77.93,97.49,12:14:10.50
株G,97.49,154.15,84.25,101.79,12:14:11.00
株G,101.79,130.89,77.86,120.51,12:14:11.50
株N,139.46,140.70,111.32,129.00,12:14:12.00
株S,128.70,186.84,57.59,59.04,12:14:12.50
株P,168.56,187.99,155.33,181.04,12:14:13.00
株B,141.68,190.85,121.13,168.51,12:14:13.50
株V,86.83,111.36,76.23,103.54,12:14:14.00
株E,95.02,159.73,92.63,156.53,12:14:14.50
株M,118.30,146.93,97.32,132.75,12:14:15.00
株O,153.66,153.95,84.52,105.11,12:14:15.50
株J,89.05,182.88,71.51,161.76,12:14:16.00
株S,59.04,86.11,58.45,82.16,12:14:16.50
株H,193.60,225.50,122.02,130.61,12:14:17.00
株E,156.53,248.89,69.81,208.45,12:14:17.50
株C,138.74,166.45,110.53,151.82,12:14:18.00
株B,168.51,234.54,56.03,128.27,12:14:18.50
株I,180.00,266.84,87.78,137.68,12:14:19.00
株H,130.61,176.31,93.31,146.50,12:14:19.50
株E,208.45,241.24,172.36,216.62,12:14:20.00
株U,283.39,341.91,243.80,318.96,12:14:20.50
株H,146.50,150.58,63.91,146.13,12:14:21.00
株S,82.16,104.65,50.57,79.74,12:14:21.50
株H,146.13,172.85,78.74,140.64,12:14:22.00
株T,142.22,197.42,60.97,122.61,12:14:22.50
株G,120.51,183.00,111.81,127.41,12:14:23.00
株W,139.85,182.74,129.49,147.72,12:14:23.50
株U,318.96,377.21,61.85,225.53,12:14:24.00
株I,137.68,145.40,100.88,137.38,12:14:24.50
株A,160.09,206.91,80.16,168.41,12:14:25.00
株J,161.76,197.80,130.17,142.15,12:14:25.50
株K,92.56,167.32,90.84,101.73,12:14:26.00
株T,122.61,178.41,82.77,153.87,12:14:26.50
株L,133.87,191.32,88.47,165.84,12:14:27.00
株U,225.53,301.19,68.63,269.14,12:14:27.50
株B,128.27,215.15,120.77,190.72,12:14:28.00
株Y,115.43,139.47,52.85,134.24,12:14:28.50
株Y,134.24,176.73,123.55,155.27,12:14:29.00
株S,79.74,130.36,75.00,88.96,12:14:29.50
株F,173.12,253.65,142.47,251.12,12:14:30.00
株C,151.82,230.38,99.95,159.54,12:14:30.50
株U,269.14,271.31,134.52,220.99,12:14:31.00
株Q,120.69,140.76,56.50,140.25,12:14:31.50
株K,101.73,127.81,68.93,107.07,12:14:32.00
株F,251.12,344.43,98.43,301.22,12:14:32.50
株U,220.99,236.36,53.03,162.66,12:14:33.00
株L,165.84,169.34,60.56,81.57,12:14:33.50
株F,301.22,336.10,290.55,309.09,12:14:34.00
株P,181.04,257.25,154.51,191.50,12:14:34.50
株V,103.54,142.14,92.35,141.90,12:14:35.00
株Z,194.76,250.24,166.58,207.53,12:14:35.50
株I,137.38,150.46,76.09,77.77,12:14:36.00
株F,309.09,314.14,102.90,132.41,12:14:36.50
株R,163.80,190.85,72.44,107.76,12:14:37.00
株P,191.50,266.66,65.24,74.13,12:14:37.50
株F,132.41,194.95,76.16,155.57,12:14:38.00
株E,216.62,239.77,179.33,186.92,12:14:38.50
株L,81.57,109.65,74.85,90.65,12:14:39.00
株D,148.11,148.70,142.77,148.32,12:14:39.50
株U,162.66,241.88,113.22,209.87,12:14:40.00
株X,87.64,132.42,71.78,129.75,12:14:40.50
株T,153.87,250.71,89.84,115.94,12:14:41.00
株B,190.72,228.48,50.42,133.26,12:14:41.50
株U,209.87,308.55,54.78,250.95,12:14:42.00
株M,132.75,153.09,62.41,143.48,12:14:42.50
株H,140.64,224.89,87.24,148.31,12:14:43.00
株R,107.76,182.21,70.83,168.57,12:14:43.50
株A,168.41,207.37,154.49,193.02,12:14:44.00
株V,141.90,153.22,139.35,145.41,12:14:44.50
株Z,207.53,254.74,184.02,254.22,12:14:45.00
株Q,140.25,169.02,108.78,168.02,12:14:45.50
株F,155.57,246.18,104.04,180.59,12:14:46.00
株V,145.41,170.44,67.84,76.74,12:14:46.50
株W,147.72,178.74,80.84,160.59,12:14:47.00
株N,129.00,211.54,66.67,95.55,12:14:47.50
株G,127.41,131.55,88.23,88.94,12:14:48.00
株H,148.31,207.37,55.62,173.72,12:14:48.50
株E,186.92,261.09,151.86,222.80,12:14:49.00
株U,250.95,300.36,196.10,247.60,12:14:49.50
株M,143.48,168.00,134.57,163.71,12:14:50.00
株F,180.59,186.13,138.23,160.77,12:14:50.50
株O,105.11,190.46,61.99,149.18,12:14:51.00
株X,129.75,157.51,120.33,148.06,12:14:51.50
株I,77.77,100.92,64.20,73.35,12:14:52.00
株L,90.65,155.86,67.05,102.19,12:14:52.50
株F,160.77,203.47,94.20,96.35,12:14:53.00
株H,173.72,262.01,110.92,112.55,12:14:53.50
株R,168.57,245.56,89.29,136.25,12:14:54.00
株V,76.74,97.83,67.38,81.70,12:14:54.50
株F,96.35,161.67,54.17,108.26,12:14:55.00
株B,133.26,179.76,103.85,119.04,12:14:55.50
株W,160.59,205.60,57.31,100.83,12:14:56.00
株X,148.06,170.21,65.72,103.74,12:14:56.50
株S,88.96,96.10,66.04,73.17,12:14:57.00
株N,95.55,165.40,65.29,132.16,12:14:57.50
株R,136.25,228.03,127.85,203.57,12:14:58.00
株R,203.57,230.11,183.04,217.50,12:14:58.50
株P,74.13,97.05,52.56,72.84,12:14:59.00
株W,100.83,170.50,54.10,78.53,12:14:59.50
株C,159.54,168.11,70.61,85.56,12:15:00.00
株L,102.19,156.88,62.87,72.72,12:15:00.50
株S,73.17,129.79,60.59,71.16,12:15:01.00
株K,107.07,134.99,53.37,132.58,12:15:01.50
株V,81.70,163.13,65.05,124.32,12:15:02.00
株J,142.15,144.35,52.49,138.69,12:15:02.50
株N,132.16,134.16,77.49,134.16,12:15:03.00
株Q,168.02,176.70,76.33,152.88,12:15:03.50
株V,124.32,181.05,82.45,95.11,12:15:04.00
株B,119.04,181.39,92.20,121.29,12:15:04.50
株S,71.16,156.62,68.17,72.83,12:15:05.00
株O,149.18,153.49,140.99,144.68,12:15:05.50
株G,88.94,142.85,56.07,136.81,12:15:06.00
株H,112.55,121.15,97.41,118.05,12:15:06.50
株V,95.11,116.30,58.31,101.11,12:15:07.00
株L,72.72,139.28,61.15,124.64,12:15:07.50
株S,72.83,148.32,56.45,76.72,12:15:08.00
株F,108.26,194.88,50.22,80.56,12:15:08.50
株B,121.29,209.86,114.74,174.64,12:15:09.00
株M,163.71,235.99,96.10,185.94,12:15:09.50
株A,193.02,257.35,130.45,139.13,12:15:10.00
株B,174.64,240.93,91.47,198.86,12:15:10.50
株Y,155.27,237.08,112.83,175.90,12:15:11.00
株R,217.50,291.45,107.13,135.77,12:15:11.50
株T,115.94,174.13,65.81,151.63,12:15:12.00
株H,118.05,121.35,90.22,116.68,12:15:12.50
株K,132.58,214.48,127.18,144.84,12:15:13.00
株D,148.32,233.40,128.29,195.03,12:15:13.50
株V,101.11,192.65,92.26,130.90,12:15:14.00
株B,198.86,259.48,72.17,194.60,12:15:14.50
株M,185.94,186.71,185.02,186.24,12:15:15.00
株K,144.84,194.99,114.98,159.41,12:15:15.50
株W,78.53,173.16,71.35,119.45,12:15:16.00
株L,124.64,164.36,72.98,159.19,12:15:16.50
株N,134.16,181.94,60.38,82.76,12:15:17.00
株X,103.74,153.28,73.11,135.00,12:15:17.50
株Y,175.90,215.75,94.54,132.20,12:15:18.00
株M,186.24,257.77,179.95,229.17,12:15:18.50
株C,85.56,154.02,84.35,152.77,12:15:19.00
株S,76.72,165.83,51.36,65.17,12:15:19.50
株Z,254.22,339.50,214.23,253.62,12:15:20.00
株N,82.76,99.87,81.36,94.78,12:15:20.50
株I,73.35,78.77,52.01,73.53,12:15:21.00
株N,94.78,119.33,83.61,116.74,12:15:21.50
株C,152.77,218.40,83.60,167.65,12:15:22.00
株E,222.80,251.10,191.58,219.29,12:15:22.50
株V,130.90,162.59,108.67,156.51,12:15:23.00
株Q,152.88,223.42,101.02,214.79,12:15:23.50
株J,138.69,219.04,80.44,108.60,12:15:24.00
株J,108.60,126.41,53.64,65.08,12:15:24.50
株E,219.29,225.52,80.32,91.38,12:15:25.00
株K,159.41,204.03,60.40,75.21,12:15:25.50
株A,139.13,168.17,136.14,167.53,12:15:26.00
株I,73.53,162.92,70.42,82.36,12:15:26.50
株G,136.81,138.45,75.34,85.69,12:15:27.00
株R,135.77,231.65,73.24,216.80,12:15:27.50
株V,156.51,200.59,89.56,146.45,12:15:28.00
株J,65.08,142.65,56.99,88.82,12:15:28.50
株M,229.17,283.47,152.91,155.35,12:15:29.00
株J,88.82,157.20,58.96,100.96,12:15:29.50
株Y,132.20,202.82,93.98,169.88,12:15:30.00
株Y,169.88,217.09,139.79,165.22,12:15:30.50
株K,75.21,161.86,61.16,161.22,12:15:31.00
株M,155.35,204.73,74.49,197.86,12:15:31.50
株T,151.63,195.39,136.15,136.83,12:15:32.00
株D,195.03,197.89,147.81,165.47,12:15:32.50
株H,116.68,168.45,55.14,69.25,12:15:33.00
株E,91.38,143.58,76.68,104.00,12:15:33.50
株N,116.74,129.73,56.37,114.10,12:15:34.00
株S,65.17,123.03,63.08,81.93,12:15:34.50
株P,72.84,123.07,59.22,98.19,12:15:35.00
株X,135.00,219.09,50.54,100.57,12:15:35.50
株W,119.45,183.42,71.87,74.49,12:15:36.00
株O,144.68,157.83,142.52,155.99,12:15:36.50
株Q,214.79,284.03,164.67,174.27,12:15:37.00
株Y,165.22,213.85,116.80,158.84,12:15:37.50
株X,100.57,188.07,50.85,83.10,12:15:38.00
株H,69.25,165.21,56.48,158.79,12:15:38.50
株M,197.86,291.83,93.81,122.72,12:15:39.00
株A,167.53,200.51,155.85,163.59,12:15:39.50
株N,114.10,159.86,68.12,144.40,12:15:40.00
株Z,253.62,261.79,106.27,217.11,12:15:40.50
株O,155.99,197.22,151.98,185.33,12:15:41.00
株E,104.00,133.96,94.51,115.03,12:15:41.50
株A,163.59,249.48,76.32,169.11,12:15:42.00
株M,122.72,157.17,104.74,156.33,12:15:42.50
株Q,174.27,239.66,90.93,198.74,12:15:43.00
株S,81.93,126.76,68.14,105.94,12:15:43.50
株E,115.03,165.78,73.32,104.42,12:15:44.00
株X,83.10,143.32,73.11,75.46,12:15:44.50
株T,136.83,223.35,136.75,165.22,12:15:45.00
株N,144.40,181.22,73.58,107.91,12:15:45.50
株I,82.36,119.34,57.86,86.99,12:15:46.00
株A,169.11,218.43,123.79,190.31,12:15:46.50
株C,167.65,258.55,137.66,235.40,12:15:47.00
株I,86.99,132.43,65.57,116.09,12:15:47.50
株E,104.42,154.74,57.06,151.23,12:15:48.00
株O,185.33,216.78,177.45,182.65,12:15:48.50
株J,100.96,154.58,67.40,149.57,12:15:49.00
株M,156.33,207.95,60.49,113.90,12:15:49.50
株N,107.91,116.15,100.99,103.34,12:15:50.00
株L,159.19,208.61,115.60,176.39,12:15:50.50
株K,161.22,194.89,107.05,176.45,12:15:51.00
株O,182.65,206.16,155.00,201.14,12:15:51.50
株Q,198.74,238.51,168.34,226.03,12:15:52.00
株Z,217.11,233.24,113.34,154.90,12:15:52.50
株Z,154.90,246.01,102.93,137.15,12:15:53.00
株O,201.14,298.29,53.42,192.05,12:15:53.50
株T,165.22,197.80,143.12,159.07,12:15:54.00
株C,235.40,266.69,140.80,235.54,12:15:54.50
株P,98.19,174.80,87.30,160.76,12:15:55.00
株U,247.60,289.38,217.53,250.40,12:15:55.50
株U,250.40,327.86,159.95,178.11,12:15:56.00
株G,85.69,93.66,82.33,85.16,12:15:56.50
株B,194.60,237.74,93.88,154.52,12:15:57.00
株N,103.34,163.43,96.46,162.19,12:15:57.50
株V,146.45,206.35,125.28,184.49,12:15:58.00
株Q,226.03,284.90,214.58,256.09,12:15:58.50
株U,178.11,208.27,54.45,208.00,12:15:59.00
株I,116.09,189.11,66.84,146.33,12:15:59.50
株I,146.33,195.36,118.13,177.25,12:16:00.00
株B,154.52,246.88,106.65,119.45,12:16:00.50
株H,158.79,228.57,150.39,185.97,12:16:01.00
株Z,137.15,176.70,69.86,154.74,12:16:01.50
株B,119.45,153.26,95.13,108.96,12:16:02.00
株T,159.07,227.39,149.88,226.97,12:16:02.50
株R,216.80,282.17,68.79,180.41,12:16:03.00
株H,185.97,247.03,129.98,210.46,12:16:03.50
株F,80.56,137.04,68.23,95.20,12:16:04.00
株J,149.57,213.26,127.95,168.95,12:16:04.50
株K,176.45,268.87,143.06,210.69,12:16:05.00
株I,177.25,197.86,139.28,173.15,12:16:05.50
株W,74.49,167.74,53.00,114.04,12:16:06.00
株T,226.97,324.79,221.29,308.66,12:16:06.50
株R,180.41,252.03,158.14,203.42,12:16:07.00
株N,162.19,169.05,105.85,114.27,12:16:07.50
株Q,256.09,288.45,87.40,166.98,12:16:08.00
株O,192.05,259.67,149.28,185.77,12:16:08.50
株J,168.95,233.19,153.95,218.80,12:16:09.00
株O,185.77,258.63,180.56,242.45,12:16:09.50
株Y,158.84,258.05,79.05,180.00,12:16:10.00
株A,190.31,232.66,72.36,93.52,12:16:10.50
株V,184.49,224.18,111.22,178.92,12:16:11.00
株R,203.42,282.93,145.15,218.51,12:16:11.50
株G,85.16,164.15,65.72,105.49,12:16:12.00
株N,114.27,182.63,100.56,104.12,12:16:12.50
株O,242.45,308.00,154.94,211.41,12:16:13.00
株W,114.04,187.93,83.76,139.77,12:16:13.50
株U,208.00,294.33,171.42,177.62,12:16:14.00
株E,151.23,184.66,132.55,147.10,12:16:14.50
株K,210.69,280.27,195.32,224.86,12:16:15.00
株U,177.62,229.88,80.84,123.78,12:16:15.50
株Q,166.98,199.47,112.21,192.38,12:16:16.00
株I,173.15,214.13,120.10,209.38,12:16:16.50
株H,210.46,234.72,66.90,134.26,12:16:17.00
株B,108.96,166.85,67.98,122.48,12:16:17.50
株A,93.52,133.10,90.84,101.66,12:16:18.00
株W,139.77,183.75,139.33,170.32,12:16:18.50
株M,113.90,117.32,93.33,100.44,12:16:19.00
株W,170.32,233.93,135.65,212.99,12:16:19.50
株A,101.66,153.76,81.43,97.70,12:16:20.00
株W,212.99,301.66,204.42,301.28,12:16:20.50
株Q,192.38,253.63,174.62,233.04,12:16:21.00
株K,224.86,314.02,203.58,254.63,12:16:21.50
株M,100.44,196.36,73.67,76.76,12:16:22.00
株N,104.12,122.16,88.73,108.93,12:16:22.50
株Y,180.00,263.45,122.74,221.71,12:16:23.00
株X,75.46,78.75,65.44,75.76,12:16:23.50
株I,209.38,243.59,132.25,193.21,12:16:24.00
株W,301.28,386.32,125.26,304.31,12:16:24.50
株N,108.93,169.74,91.93,133.73,12:16:25.00
株Q,233.04,293.66,149.51,191.50,12:16:25.50
株E,147.10,218.08,141.50,146.47,12:16:26.00
株P,160.76,186.35,152.91,155.75,12:16:26.50
株N,133.73,168.59,54.91,96.01,12:16:27.00
株C,235.54,258.85,168.76,257.57,12:16:27.50
株G,105.49,157.07,57.90,103.34,12:16:28.00
株I,193.21,234.58,97.58,133.88,12:16:28.50
株V,178.92,244.92,91.96,130.15,12:16:29.00
株N,96.01,113.40,54.59,66.43,12:16:29.50
株R,218.51,229.21,64.24,142.86,12:16:30.00
株T,308.66,350.98,113.92,210.17,12:16:30.50
株G,103.34,177.06,82.29,147.95,12:16:31.00
株H,134.26,208.26,77.81,79.33,12:16:31.50
株Y,221.71,239.19,145.32,195.41,12:16:32.00
株S,105.94,204.90,88.12,107.05,12:16:32.50
株F,95.20,194.35,65.92,175.31,12:16:33.00
株B,122.48,127.76,77.94,102.76,12:16:33.50
株U,123.78,191.76,107.15,152.70,12:16:34.00
株W,304.31,358.75,156.11,273.61,12:16:34.50
株G,147.95,187.86,98.47,106.76,12:16:35.00
株N,66.43,131.49,56.72,89.21,12:16:35.50
株N,89.21,164.08,84.65,105.42,12:16:36.00
株Z,154.74,201.11,77.49,161.09,12:16:36.50
株S,107.05,114.22,59.73,76.54,12:16:37.00
株Q,191.50,235.86,130.38,223.51,12:16:37.50
株I,133.88,138.26,117.18,132.71,12:16:38.00
株N,105.42,193.85,80.37,100.49,12:16:38.50
株L,176.39,231.40,123.49,180.21,12:16:39.00
株D,165.47,217.03,164.07,174.65,12:16:39.50
株G,106.76,117.30,104.01,106.65,12:16:40.00
株N,100.49,162.19,68.73,154.35,12:16:40.50
株T,210.17,242.18,125.50,159.90,12:16:41.00
株Y,195.41,222.87,76.24,215.76,12:16:41.50
株F,175.31,192.02,96.03,100.95,12:16:42.00
株I,132.71,198.55,57.00,112.42,12:16:42.50
株X,75.76,80.96,68.63,73.18,12:16:43.00
株A,97.70,142.70,72.39,89.37,12:16:43.50
株O,211.41,305.69,156.14,212.66,12:16:44.00
株H,79.33,159.24,65.64,158.06,12:16:44.50
株O,212.66,218.76,144.04,156.33,12:16:45.00
株H,158.06,201.82,148.40,198.95,12:16:45.50
株V,130.15,218.93,78.12,146.04,12:16:46.00
株J,218.80,301.88,140.26,197.00,12:16:46.50
株E,146.47,195.68,144.14,170.36,12:16:47.00
株V,146.04,195.37,70.21,115.34,12:16:47.50
株T,159.90,202.97,61.91,198.08,12:16:48.00
株O,156.33,241.39,61.39,139.25,12:16:48.50
株Q,223.51,296.19,139.44,166.25,12:16:49.00
株F,100.95,128.23,57.05,110.89,12:16:49.50
株T,198.08,266.07,95.60,238.42,12:16:50.00
株Q,166.25,182.47,159.71,175.27,12:16:50.50
株Y,215.76,266.95,139.13,226.38,12:16:51.00
株X,73.18,95.21,71.70,79.89,12:16:51.50
