株ID,株名,最小,最大
1071,米国株1071,13004,13404
1072,米国株1072,13404,13804
1073,米国株1073,13804,14204
1074,米国株1074,14204,14604
1075,米国株1075,13005,13405
1076,米国株1076,13405,13805
1077,米国株1077,13805,14205
1078,米国株1078,14205,14605
1079,米国株1079,13004,13404
1080,米国株1080,13404,13804
1081,米国株1081,13804,14204
1082,米国株1082,13003,13403
1083,米国株1083,13403,13803
1084,米国株1084,13803,14203
1085,米国株1085,14203,14603
1086,米国株1086,13004,13404
1087,米国株1087,13404,13804
1088,米国株1088,13804,14204
1089,米国株1089,14204,14604
1090,米国株1090,13005,13405
1091,米国株1091,13405,13805
1092,米国株1092,13805,14205
1093,米国株1093,14205,14605
1094,米国株1094,13004,13404
1095,米国株1095,13404,13804
1096,米国株1096,13804,14204
1097,米国株1097,14204,14604
1098,米国株1098,13005,13405
1099,米国株1099,13405,13805
1100,米国株1100,13805,14205
1101,米国株1101,14205,14605
1102,米国株1102,19876,20276
1103,米国株1103,20276,20676
1104,米国株1104,20676,21076
1105,米国株1105,21076,21476
1106,米国株1106,13005,13405
1107,米国株1107,13405,13805
1108,米国株1108,13805,14205
1109,米国株1109,13004,13404
1110,米国株1110,13404,13804
1111,米国株1111,13804,14204
1112,米国株1112,14204,14604
1113,米国株1113,13005,13405
1114,米国株1114,13405,13805
1115,米国株1115,13805,14205
1116,米国株1116,14205,14605
1117,米国株1117,13006,13406
1118,米国株1118,13406,13806
1119,米国株1119,13806,14206
1120,米国株1120,14206,14606
1121,米国株1121,13005,13405
1122,米国株1122,28769,29169
1123,米国株1123,29169,29569
1124,米国株1124,29569,29969
1125,米国株1125,13006,13406
1126,米国株1126,13406,13806
1127,米国株1127,13806,14206
1128,米国株1128,14206,14606
1129,米国株1129,13007,13407
1130,米国株1130,13407,13807
1131,米国株1131,13807,14207
1132,米国株1132,14207,14607
1133,米国株1133,38987,47973
1134,米国株1134,47973,53620
1135,米国株1135,53620,62607
1136,米国株1136,38988,47974
1137,米国株1137,47974,53621
1138,米国株1138,53621,62608
1139,米国株1139,38989,47975
1140,米国株1140,47975,53622
1141,米国株1141,53622,62609
1142,米国株1142,38990,47976
1143,米国株1143,47976,53623
1144,米国株1144,53623,62610
1145,米国株1145,38988,47974
1146,米国株1146,47974,53621
1147,米国株1147,53621,62608
1148,米国株1148,38989,47975
1149,米国株1149,47975,53622
1150,米国株1150,53622,62609
1151,米国株1151,38990,47976
1152,米国株1152,47976,53623
1153,米国株1153,53623,62610
1154,米国株1154,38991,47977
1155,米国株1155,47977,53624
1156,米国株1156,53624,62611
1157,米国株1157,38989,47975
1158,米国株1158,47975,53622
1159,米国株1159,53622,62609
1160,米国株1160,38990,47976
1161,米国株1161,47976,53623
1162,米国株1162,53623,62610
1163,米国株1163,38988,47974
1164,米国株1164,47974,53621
1165,米国株1165,53621,62608
1166,米国株1166,38989,47975
1167,米国株1167,47975,53622
1168,米国株1168,53622,62609
1169,米国株1169,38990,47976
1170,米国株1170,47976,53623
1171,米国株1171,38988,47974
1172,米国株1172,47974,53621
1173,米国株1173,53621,62608
1174,米国株1174,38989,47975
1175,米国株1175,47975,53622
1176,米国株1176,53622,62609
1177,米国株1177,38990,47976
1178,米国株1178,47976,53623
1179,米国株1179,13008,13408
1180,米国株1180,13408,13808
1181,米国株1181,13808,14208
1182,米国株1182,14208,14608
1183,米国株1183,13009,13409
1184,米国株1184,13409,13809
1185,米国株1185,13809,14209
1186,米国株1186,14209,14609
1187,米国株1187,13008,13408
1188,米国株1188,13408,13808
1189,米国株1189,13808,14208
1190,米国株1190,13007,13407
1191,米国株1191,13407,13807
1192,米国株1192,13807,14207
1193,米国株1193,14207,14607
1194,米国株1194,13008,13408
1195,米国株1195,13408,13808
1196,米国株1196,13808,14208
1197,米国株1197,14208,14608
1198,米国株1198,13009,13409
1199,米国株1199,13409,13809
1200,米国株1200,13809,14209
1201,米国株1201,14209,14609
1202,米国株1202,13008,13408
1203,米国株1203,13408,13808
1204,米国株1204,13808,14208
1205,米国株1205,14208,14608
1206,米国株1206,13009,13409
1207,米国株1207,13409,13809
1208,米国株1208,13809,14209
1209,米国株1209,14209,14609
1210,米国株1210,13010,13410
1211,米国株1211,13410,13810
1212,米国株1212,13810,14210
1213,米国株1213,14210,14610
1214,米国株1214,13009,13409
1215,米国株1215,13409,13809
1216,米国株1216,13809,14209
1217,米国株1217,13008,13408
1218,米国株1218,13408,13808
1219,米国株1219,13808,14208
1220,米国株1220,14208,14608
1221,米国株1221,13009,13409
1222,米国株1222,13409,13809
1223,米国株1223,13809,14209
1224,米国株1224,14209,14609
1225,米国株1225,13010,13410
1226,米国株1226,13410,13810
1227,米国株1227,13810,14210
1228,米国株1228,14210,14610
1229,米国株1229,13009,13409
1230,米国株1230,13409,13809
1231,米国株1231,13809,14209
1232,米国株1232,14209,14609
1233,米国株1233,13010,13410
1234,米国株1234,13410,13810
1235,米国株1235,13810,14210
1236,米国株1236,14210,14610
1237,米国株1237,13011,13411
1238,米国株1238,13411,13811
1239,米国株1239,13811,14211
1240,米国株1240,14211,14611
1241,米国株1241,13010,13410
1242,米国株1242,13410,13810
1243,米国株1243,13810,14210
1244,米国株1244,13009,13409
1245,米国株1245,13409,13809
1246,米国株1246,13809,14209
1247,米国株1247,14209,14609
1248,米国株1248,13010,13410
1249,米国株1249,13410,13810
1250,米国株1250,13810,14210
1251,米国株1251,14210,14610
1252,米国株1252,13011,13411
1253,米国株1253,13411,13811
1254,米国株1254,13811,14211
1255,米国株1255,14211,14611
1256,米国株1256,13010,13410
1257,米国株1257,13410,13810
1258,米国株1258,13810,14210
1259,米国株1259,14210,14610
1260,米国株1260,13011,13411
1261,米国株1261,13411,13811
1262,米国株1262,13811,14211
1263,米国株1263,14211,14611
1264,米国株1264,13012,13412
1265,米国株1265,13412,13812
1266,米国株1266,13812,14212
1267,米国株1267,14212,14612
1268,米国株1268,13011,13411
1269,米国株1269,13411,13811
1270,米国株1270,13811,14211
1271,米国株1271,13010,13410
1272,米国株1272,13410,13810
1273,米国株1273,13810,14210
1274,米国株1274,14210,14610
1275,米国株1275,13011,13411
1276,米国株1276,13411,13811
1277,米国株1277,13811,14211
1278,米国株1278,14211,14611
1279,米国株1279,13012,13412
1280,米国株1280,13412,13812
1281,米国株1281,13812,14212
1282,米国株1282,14212,14612
1283,米国株1283,13011,13411
1284,米国株1284,13411,13811
1285,米国株1285,13811,14211
1286,米国株1286,14211,14611
1287,米国株1287,13012,13412
1288,米国株1288,13412,13812
1289,米国株1289,13812,14212
1290,米国株1290,14212,14612
1291,米国株1291,13013,13413
1292,米国株1292,13413,13813
1293,米国株1293,13813,14213
1294,米国株1294,14213,14613
1295,米国株1295,13012,13412
1296,米国株1296,13412,13812
1297,米国株1297,13812,14212
1298,米国株1298,13011,13411
1299,米国株1299,13411,13811
1300,米国株1300,13811,14211
1301,米国株1301,14211,14611
1302,米国株1302,13012,13412
1303,米国株1303,13412,13812
1304,米国株1304,13812,14212
1305,米国株1305,14212,14612
1306,米国株1306,13013,13413
1307,米国株1307,13413,13813
1308,米国株1308,13813,14213
1309,米国株1309,14213,14613
1310,米国株1310,13012,13412
1311,米国株1311,13412,13812
1312,米国株1312,13812,14212
1313,米国株1313,14212,14612
1314,米国株1314,13013,13413
1315,米国株1315,13413,13813
1316,米国株1316,13813,14213
1317,米国株1317,14213,14613
1318,米国株1318,13014,13414
1319,米国株1319,13414,13814
1320,米国株1320,13814,14214
1321,米国株1321,14214,14614
1322,米国株1322,13013,13413
1323,米国株1323,13413,13813
1324,米国株1324,13813,14213
1325,米国株1325,13012,13412
1326,米国株1326,13412,13812
1327,米国株1327,13812,14212
1328,米国株1328,14212,14612
1329,米国株1329,13013,13413
1330,米国株1330,13413,13813
1331,米国株1331,13813,14213
1332,米国株1332,14213,14613
1333,米国株1333,13014,13414
1334,米国株1334,13414,13814
1335,米国株1335,13814,14214
1336,米国株1336,14214,14614
1337,米国株1337,13013,13413
1338,米国株1338,13413,13813
1339,米国株1339,13813,14213
1340,米国株1340,14213,14613
1341,米国株1341,13014,13414
1342,米国株1342,13414,13814
1343,米国株1343,13814,14214
1344,米国株1344,14214,14614
1345,米国株1345,13015,13415
1346,米国株1346,13415,13815
1347,米国株1347,13815,14215
1348,米国株1348,14215,14615
1349,米国株1349,13014,13414
1350,米国株1350,13414,13814
1351,米国株1351,13814,14214
1352,米国株1352,13013,13413
1353,米国株1353,13413,13813
1354,米国株1354,13813,14213
1355,米国株1355,14213,14613
1356,米国株1356,13014,13414
1357,米国株1357,13414,13814
1358,米国株1358,13814,14214
1359,米国株1359,14214,14614
1360,米国株1360,13015,13415
1361,米国株1361,13415,13815
1362,米国株1362,13815,14215
1363,米国株1363,14215,14615
1364,米国株1364,13014,13414
1365,米国株1365,13414,13814
1366,米国株1366,13814,14214
1367,米国株1367,14214,14614
1368,米国株1368,13015,13415
1369,米国株1369,13415,13815
1370,米国株1370,13815,14215
1371,米国株1371,14215,14615
1372,米国株1372,13016,13416
1373,米国株1373,13416,13816
1374,米国株1374,13816,14216
1375,米国株1375,14216,14616
1376,米国株1376,13015,13415
1377,米国株1377,13415,13815
1378,米国株1378,13815,14215
1379,米国株1379,13014,13414
1380,米国株1380,13414,13814
1381,米国株1381,13814,14214
1382,米国株1382,14214,14614
1383,米国株1383,13015,13415
1384,米国株1384,13415,13815
1385,米国株1385,13815,14215
1386,米国株1386,14215,14615
1387,米国株1387,13016,13416
1388,米国株1388,13416,13816
1389,米国株1389,13816,14216
1390,米国株1390,14216,14616
1391,米国株1391,13015,13415
1392,米国株1392,13415,13815
1393,米国株1393,13815,14215
1394,米国株1394,14215,14615
1395,米国株1395,13016,13416
1396,米国株1396,13416,13816
1397,米国株1397,13816,14216
1398,米国株1398,14216,14616
1399,米国株1399,13017,13417
1400,米国株1400,13417,13817
1401,米国株1401,13817,14217
1402,米国株1402,14217,14617
1403,米国株1403,13016,13416
1404,米国株1404,13416,13816
1405,米国株1405,13816,14216
1406,米国株1406,13015,13415
1407,米国株1407,13415,13815
1408,米国株1408,13815,14215
1409,米国株1409,14215,14615
1410,米国株1410,13016,13416
1411,米国株1411,13416,13816
1412,米国株1412,13816,14216
1413,米国株1413,14216,14616
1414,米国株1414,13017,13417
1415,米国株1415,13417,13817
1416,米国株1416,13817,14217
1417,米国株1417,14217,14617
1418,米国株1418,13016,13416
1419,米国株1419,13416,13816
1420,米国株1420,13816,14216
1421,米国株1421,14216,14616
1422,米国株1422,13017,13417
1423,米国株1423,13417,13817
1424,米国株1424,13817,14217
1425,米国株1425,14217,14617
1426,米国株1426,13018,13418
1427,米国株1427,13418,13818
1428,米国株1428,13818,14218
1429,米国株1429,14218,14618
1430,米国株1430,13017,13417
1431,米国株1431,13417,13817
1432,米国株1432,13817,14217
1433,米国株1433,13016,13416
1434,米国株1434,13416,13816
1435,米国株1435,13816,14216
1436,米国株1436,14216,14616
1437,米国株1437,13017,13417
1438,米国株1438,13417,13817
1439,米国株1439,13817,14217
1440,米国株1440,14217,14617
1441,米国株1441,13018,13418
1442,米国株1442,13418,13818
1443,米国株1443,13818,14218
1444,米国株1444,14218,14618
1445,米国株1445,13017,13417
1446,米国株1446,13417,13817
1447,米国株1447,13817,14217
1448,米国株1448,14217,14617
1449,米国株1449,13018,13418
1450,米国株1450,13418,13818
1451,米国株1451,13818,14218
1452,米国株1452,14218,14618
1453,米国株1453,13019,13419
1454,米国株1454,13419,13819
1455,米国株1455,13819,14219
1456,米国株1456,14219,14619
1457,米国株1457,13018,13418
1458,米国株1458,13418,13818
1459,米国株1459,13818,14218
1460,米国株1460,13017,13417
1461,米国株1461,13417,13817
1462,米国株1462,13817,14217
1463,米国株1463,14217,14617
1464,米国株1464,13018,13418
1465,米国株1465,13418,13818
1466,米国株1466,13818,14218
1467,米国株1467,14218,14618
1468,米国株1468,13019,13419
1469,米国株1469,13419,13819
1470,米国株1470,13819,14219
1471,米国株1471,14219,14619
1472,米国株1472,13018,13418
1473,米国株1473,13418,13818
1474,米国株1474,13818,14218
1475,米国株1475,14218,14618
1476,米国株1476,13019,13419
1477,米国株1477,13419,13819
1478,米国株1478,13819,14219
1479,米国株1479,14219,14619
1480,米国株1480,13020,13420
1481,米国株1481,13420,13820
1482,米国株1482,13820,14220
1483,米国株1483,14220,14620
1484,米国株1484,13019,13419
1485,米国株1485,13419,13819
1486,米国株1486,13819,14219
1487,米国株1487,13018,13418
1488,米国株1488,13418,13818
1489,米国株1489,13818,14218
1490,米国株1490,14218,14618
1491,米国株1491,13019,13419
1492,米国株1492,13419,13819
1493,米国株1493,13819,14219
1494,米国株1494,14219,14619
1495,米国株1495,13020,13420
1496,米国株1496,13420,13820
1497,米国株1497,13820,14220
1498,米国株1498,14220,14620
1499,米国株1499,13019,13419
1500,米国株1500,13419,13819
1501,米国株1501,13819,14219
1502,米国株1502,14219,14619
1503,米国株1503,13020,13420
1504,米国株1504,13420,13820
1505,米国株1505,13820,14220
1506,米国株1506,14220,14620
1507,米国株1507,13021,13421
1508,米国株1508,13421,13821
1509,米国株1509,13821,14221
1510,米国株1510,14221,14621
1511,米国株1511,13020,13420
1512,米国株1512,13420,13820
1513,米国株1513,13820,14220
1514,米国株1514,13019,13419
1515,米国株1515,13419,13819
1516,米国株1516,13819,14219
1517,米国株1517,14219,14619
1518,米国株1518,13020,13420
1519,米国株1519,13420,13820
1520,米国株1520,13820,14220
1521,米国株1521,14220,14620
1522,米国株1522,13021,13421
1523,米国株1523,13421,13821
1524,米国株1524,13821,14221
1525,米国株1525,14221,14621
1526,米国株1526,13020,13420
1527,米国株1527,13420,13820
1528,米国株1528,13820,14220
1529,米国株1529,14220,14620
1530,米国株1530,13021,13421
1531,米国株1531,13421,13821
1532,米国株1532,13821,14221
1533,米国株1533,14221,14621
1534,米国株1534,13022,13422
1535,米国株1535,13422,13822
1536,米国株1536,13822,14222
1537,米国株1537,14222,14622
1538,米国株1538,13021,13421
1539,米国株1539,13421,13821
1540,米国株1540,13821,14221
1541,米国株1541,13020,13420
1542,米国株1542,13420,13820
1543,米国株1543,13820,14220
1544,米国株1544,14220,14620
1545,米国株1545,13021,13421
1546,米国株1546,13421,13821
1547,米国株1547,13821,14221
1548,米国株1548,14221,14621
1549,米国株1549,13022,13422
1550,米国株1550,13422,13822
1551,米国株1551,13822,14222
1552,米国株1552,14222,14622
1553,米国株1553,13021,13421
1554,米国株1554,13421,13821
1555,米国株1555,13821,14221
1556,米国株1556,14221,14621
1557,米国株1557,13022,13422
1558,米国株1558,13422,13822
1559,米国株1559,13822,14222
1560,米国株1560,14222,14622
1561,米国株1561,13023,13423
1562,米国株1562,13423,13823
1563,米国株1563,13823,14223
1564,米国株1564,14223,14623
1565,米国株1565,13022,13422
1566,米国株1566,13422,13822
1567,米国株1567,13822,14222
1568,米国株1568,13021,13421
1569,米国株1569,13421,13821
1570,米国株1570,13821,14221
1571,米国株1571,14221,14621
1572,米国株1572,13022,13422
1573,米国株1573,13422,13822
1574,米国株1574,13822,14222
1575,米国株1575,14222,14622
1576,米国株1576,13023,13423
1577,米国株1577,13423,13823
1578,米国株1578,13823,14223
1579,米国株1579,14223,14623
1580,米国株1580,13022,13422
1581,米国株1581,13422,13822
1582,米国株1582,13822,14222
1583,米国株1583,14222,14622
1584,米国株1584,13023,13423
1585,米国株1585,13423,13823
1586,米国株1586,13823,14223
1587,米国株1587,14223,14623
1588,米国株1588,13024,13424
1589,米国株1589,13424,13824
1590,米国株1590,13824,14224
1591,米国株1591,14224,14624
1592,米国株1592,13023,13423
1593,米国株1593,13423,13823
1594,米国株1594,13823,14223
1595,米国株1595,13022,13422
1596,米国株1596,13422,13822
1597,米国株1597,13822,14222
1598,米国株1598,14222,14622
1599,米国株1599,13023,13423
1600,米国株1600,13423,13823
1601,米国株1601,13823,14223
1602,米国株1602,14223,14623
1603,米国株1603,13001,13401
1604,米国株1604,13401,13801
1605,米国株1605,13801,14201
1606,米国株1606,14201,14601
1607,米国株1607,13002,13402
1608,米国株1608,13402,13802
1609,米国株1609,13802,14202
1610,米国株1610,14202,14602
1611,米国株1611,13003,13403
1612,米国株1612,13403,13803
1613,米国株1613,13803,14203
1614,米国株1614,14203,14603
1615,米国株1615,13002,13402
1616,米国株1616,13402,13802
1617,米国株1617,13802,14202
1618,米国株1618,14202,14602
1619,米国株1619,13003,13403
1620,米国株1620,13403,13803
1621,米国株1621,13803,14203
1622,米国株1622,14203,14603
1623,米国株1623,13004,13404
1624,米国株1624,13404,13804
1625,米国株1625,13804,14204
1626,米国株1626,14204,14604
1627,米国株1627,13003,13403
1628,米国株1628,13403,13803
1629,米国株1629,13803,14203
1630,米国株1630,13002,13402
1631,米国株1631,13402,13802
1632,米国株1632,13802,14202
1633,米国株1633,14202,14602
1634,米国株1634,13003,13403
1635,米国株1635,13403,13803
1636,米国株1636,13803,14203
1637,米国株1637,14203,14603
1638,米国株1638,13004,13404
1639,米国株1639,13404,13804
1640,米国株1640,13804,14204
1641,米国株1641,14204,14604
1642,米国株1642,13003,13403
1643,米国株1643,13403,13803
1644,米国株1644,13803,14203
1645,米国株1645,14203,14603
1646,米国株1646,13004,13404
1647,米国株1647,13404,13804
1648,米国株1648,13804,14204
1649,米国株1649,14204,14604
1650,米国株1650,13005,13405
1651,米国株1651,13405,13805
1652,米国株1652,13805,14205
1653,米国株1653,14205,14605
1654,米国株1654,13004,13404
1655,米国株1655,13404,13804
1656,米国株1656,13804,14204
1657,米国株1657,13003,13403
1658,米国株1658,13403,13803
1659,米国株1659,13803,14203
1660,米国株1660,14203,14603
1661,米国株1661,13004,13404
1662,米国株1662,13404,13804
1663,米国株1663,13804,14204
1664,米国株1664,14204,14604
1665,米国株1665,13005,13405
1666,米国株1666,13405,13805
1667,米国株1667,13805,14205
1668,米国株1668,14205,14605
1669,米国株1669,13004,13404
1670,米国株1670,13404,13804
1671,米国株1671,13804,14204
1672,米国株1672,14204,14604
1673,米国株1673,13005,13405
1674,米国株1674,13405,13805
1675,米国株1675,13805,14205
1676,米国株1676,14205,14605
1677,米国株1677,13006,13406
1678,米国株1678,13406,13806
1679,米国株1679,13806,14206
1680,米国株1680,14206,14606
1681,米国株1681,13005,13405
1682,米国株1682,13405,13805
1683,米国株1683,13805,14205
1684,米国株1684,13004,13404
1685,米国株1685,13404,13804
1686,米国株1686,13804,14204
1687,米国株1687,14204,14604
1688,米国株1688,13005,13405
1689,米国株1689,13405,13805
1690,米国株1690,13805,14205
1691,米国株1691,14205,14605
1692,米国株1692,13006,13406
1693,米国株1693,13406,13806
1694,米国株1694,13806,14206
1695,米国株1695,14206,14606
1696,米国株1696,13005,13405
1697,米国株1697,13405,13805
1698,米国株1698,13805,14205
1699,米国株1699,14205,14605
1700,米国株1700,13006,13406
1701,米国株1701,13406,13806
1702,米国株1702,13806,14206
1703,米国株1703,14206,14606
1704,米国株1704,13007,13407
1705,米国株1705,13407,13807
1706,米国株1706,13807,14207
1707,米国株1707,14207,14607
1708,米国株1708,13006,13406
1709,米国株1709,13406,13806
1710,米国株1710,13806,14206
1711,米国株1711,13005,13405
1712,米国株1712,13405,13805
1713,米国株1713,13805,14205
1714,米国株1714,14205,14605
1715,米国株1715,13006,13406
1716,米国株1716,13406,13806
1717,米国株1717,13806,14206
1718,米国株1718,14206,14606
1719,米国株1719,13007,13407
1720,米国株1720,13407,13807
1721,米国株1721,13807,14207
1722,米国株1722,14207,14607
1723,米国株1723,13006,13406
1724,米国株1724,13406,13806
1725,米国株1725,13806,14206
1726,米国株1726,14206,14606
1727,米国株1727,13007,13407
1728,米国株1728,13407,13807
1729,米国株1729,13807,14207
1730,米国株1730,14207,14607
1731,米国株1731,13008,13408
1732,米国株1732,13408,13808
1733,米国株1733,13808,14208
1734,米国株1734,14208,14608
1735,米国株1735,13007,13407
1736,米国株1736,13407,13807
1737,米国株1737,13807,14207
1738,米国株1738,13006,13406
1739,米国株1739,13406,13806
1740,米国株1740,13806,14206
1741,米国株1741,14206,14606
1742,米国株1742,13007,13407
1743,米国株1743,13407,13807
1744,米国株1744,13807,14207
1745,米国株1745,14207,14607
1746,米国株1746,13008,13408
1747,米国株1747,13408,13808
1748,米国株1748,13808,14208
1749,米国株1749,14208,14608
1750,米国株1750,13007,13407
1751,米国株1751,13407,13807
1752,米国株1752,13807,14207
1753,米国株1753,14207,14607
1754,米国株1754,13008,13408
1755,米国株1755,13408,13808
1756,米国株1756,13808,14208
1757,米国株1757,14208,14608
1758,米国株1758,13009,13409
1759,米国株1759,13409,13809
1760,米国株1760,13809,14209
1761,米国株1761,14209,14609
1762,米国株1762,13008,13408
1763,米国株1763,13408,13808
1764,米国株1764,13808,14208
1765,米国株1765,13007,13407
1766,米国株1766,13407,13807
1767,米国株1767,13807,14207
1768,米国株1768,14207,14607
1769,米国株1769,13008,13408
1770,米国株1770,13408,13808
1771,米国株1771,13808,14208
1772,米国株1772,14208,14608
1773,米国株1773,13009,13409
1774,米国株1774,13409,13809
1775,米国株1775,13809,14209
1776,米国株1776,14209,14609
1777,米国株1777,13008,13408
1778,米国株1778,13408,13808
1779,米国株1779,13808,14208
1780,米国株1780,14208,14608
1781,米国株1781,13009,13409
1782,米国株1782,13409,13809
1783,米国株1783,13809,14209
1784,米国株1784,14209,14609
1785,米国株1785,13010,13410
1786,米国株1786,13410,13810
1787,米国株1787,13810,14210
1788,米国株1788,14210,14610
1789,米国株1789,13009,13409
1790,米国株1790,13409,13809
1791,米国株1791,13809,14209
1792,米国株1792,13008,13408
1793,米国株1793,13408,13808
1794,米国株1794,13808,14208
1795,米国株1795,14208,14608
1796,米国株1796,13009,13409
1797,米国株1797,13409,13809
1798,米国株1798,13809,14209
1799,米国株1799,14209,14609
1800,米国株1800,13010,13410
1801,米国株1801,13410,13810
1802,米国株1802,13810,14210
1803,米国株1803,14210,14610
1804,米国株1804,13009,13409
1805,米国株1805,13409,13809
1806,米国株1806,13809,14209
1807,米国株1807,14209,14609
1808,米国株1808,13010,13410
1809,米国株1809,13410,13810
1810,米国株1810,13810,14210
1811,米国株1811,14210,14610
1812,米国株1812,13011,13411
1813,米国株1813,13411,13811
1814,米国株1814,13811,14211
1815,米国株1815,14211,14611
1816,米国株1816,13010,13410
1817,米国株1817,13410,13810
1818,米国株1818,13810,14210
1819,米国株1819,13009,13409
1820,米国株1820,13409,13809
1821,米国株1821,13809,14209
1822,米国株1822,14209,14609
1823,米国株1823,13010,13410
1824,米国株1824,13410,13810
1825,米国株1825,13810,14210
1826,米国株1826,14210,14610
1827,米国株1827,13011,13411
1828,米国株1828,13411,13811
1829,米国株1829,13811,14211
1830,米国株1830,14211,14611
1831,米国株1831,13010,13410
1832,米国株1832,13410,13810
1833,米国株1833,13810,14210
1834,米国株1834,14210,14610
1835,米国株1835,13011,13411
1836,米国株1836,13411,13811
1837,米国株1837,13811,14211
1838,米国株1838,14211,14611
1839,米国株1839,13012,13412
1840,米国株1840,13412,13812
1841,米国株1841,13812,14212
1842,米国株1842,14212,14612
1843,米国株1843,13011,13411
1844,米国株1844,13411,13811
1845,米国株1845,13811,14211
1846,米国株1846,13010,13410
1847,米国株1847,13410,13810
1848,米国株1848,13810,14210
1849,米国株1849,14210,14610
1850,米国株1850,13011,13411
1851,米国株1851,13411,13811
1852,米国株1852,13811,14211
1853,米国株1853,14211,14611
1854,米国株1854,13012,13412
1855,米国株1855,13412,13812
1856,米国株1856,13812,14212
1857,米国株1857,14212,14612
1858,米国株1858,13011,13411
1859,米国株1859,13411,13811
1860,米国株1860,13811,14211
1861,米国株1861,14211,14611
1862,米国株1862,13012,13412
1863,米国株1863,13412,13812
1864,米国株1864,13812,14212
1865,米国株1865,14212,14612
1866,米国株1866,13013,13413
1867,米国株1867,13413,13813
1868,米国株1868,13813,14213
1869,米国株1869,14213,14613
1870,米国株1870,13012,13412
1871,米国株1871,13412,13812
1872,米国株1872,13812,14212
1873,米国株1873,13011,13411
1874,米国株1874,13411,13811
1875,米国株1875,13811,14211
1876,米国株1876,14211,14611
1877,米国株1877,13012,13412
1878,米国株1878,13412,13812
1879,米国株1879,13812,14212
1880,米国株1880,14212,14612
1881,米国株1881,13013,13413
1882,米国株1882,13413,13813
1883,米国株1883,13813,14213
1884,米国株1884,14213,14613
1885,米国株1885,13012,13412
1886,米国株1886,13412,13812
1887,米国株1887,13812,14212
1888,米国株1888,14212,14612
1889,米国株1889,13013,13413
1890,米国株1890,13413,13813
1891,米国株1891,13813,14213
1892,米国株1892,14213,14613
1893,米国株1893,13014,13414
1894,米国株1894,13414,13814
1895,米国株1895,13814,14214
1896,米国株1896,14214,14614
1897,米国株1897,13013,13413
1898,米国株1898,13413,13813
1899,米国株1899,13813,14213
1900,米国株1900,13012,13412
1901,米国株1901,13412,13812
1902,米国株1902,13812,14212
1903,米国株1903,14212,14612
1904,米国株1904,13013,13413
1905,米国株1905,13413,13813
1906,米国株1906,13813,14213
1907,米国株1907,14213,14613
1908,米国株1908,13014,13414
1909,米国株1909,13414,13814
1910,米国株1910,13814,14214
1911,米国株1911,14214,14614
1912,米国株1912,13013,13413
1913,米国株1913,13413,13813
1914,米国株1914,13813,14213
1915,米国株1915,14213,14613
1916,米国株1916,13014,13414
1917,米国株1917,13414,13814
1918,米国株1918,13814,14214
1919,米国株1919,14214,14614
1920,米国株1920,13015,13415
1921,米国株1921,13415,13815
1922,米国株1922,13815,14215
1923,米国株1923,14215,14615
1924,米国株1924,13014,13414
1925,米国株1925,13414,13814
1926,米国株1926,13814,14214
1927,米国株1927,13013,13413
1928,米国株1928,13413,13813
1929,米国株1929,13813,14213
1930,米国株1930,14213,14613
1931,米国株1931,13014,13414
1932,米国株1932,13414,13814
1933,米国株1933,13814,14214
1934,米国株1934,14214,14614
1935,米国株1935,13015,13415
1936,米国株1936,13415,13815
1937,米国株1937,13815,14215
1938,米国株1938,14215,14615
1939,米国株1939,13014,13414
1940,米国株1940,13414,13814
1941,米国株1941,13814,14214
1942,米国株1942,14214,14614
1943,米国株1943,13015,13415
1944,米国株1944,13415,13815
1945,米国株1945,13815,14215
1946,米国株1946,14215,14615
1947,米国株1947,13016,13416
1948,米国株1948,13416,13816
1949,米国株1949,13816,14216
1950,米国株1950,14216,14616
1951,米国株1951,13015,13415
1952,米国株1952,13415,13815
1953,米国株1953,13815,14215
1954,米国株1954,13014,13414
1955,米国株1955,13414,13814
1956,米国株1956,13814,14214
1957,米国株1957,14214,14614
1958,米国株1958,13015,13415
1959,米国株1959,13415,13815
1960,米国株1960,13815,14215
1961,米国株1961,14215,14615
1962,米国株1962,13016,13416
1963,米国株1963,13416,13816
1964,米国株1964,13816,14216
1965,米国株1965,14216,14616
1966,米国株1966,13015,13415
1967,米国株1967,13415,13815
1968,米国株1968,13815,14215
1969,米国株1969,14215,14615
1970,米国株1970,13016,13416
1971,米国株1971,13416,13816
1972,米国株1972,13816,14216
1973,米国株1973,14216,14616
1974,米国株1974,13017,13417
1975,米国株1975,13417,13817
1976,米国株1976,13817,14217
1977,米国株1977,14217,14617
1978,米国株1978,13016,13416
1979,米国株1979,13416,13816
1980,米国株1980,13816,14216
1981,米国株1981,13015,13415
1982,米国株1982,13415,13815
1983,米国株1983,13815,14215
1984,米国株1984,14215,14615
1985,米国株1985,13016,13416
1986,米国株1986,13416,13816
1987,米国株1987,13816,14216
1988,米国株1988,14216,14616
1989,米国株1989,13017,13417
1990,米国株1990,13417,13817
1991,米国株1991,13495,13895
1992,米国株1992,13895,14395
1993,米国株1993,13496,13896
1994,米国株1994,13896,14396
1995,米国株1995,13497,13897
1996,米国株1996,13897,14397
1997,米国株1997,13498,13898
1998,米国株1998,13898,14398
1999,米国株1999,13499,13899
2000,米国株2000,13899,14399
2001,欧州株2001,13500,13900
2002,欧州株2002,13900,14400
